Vehicle_Name,Type,Manufacturer,Model,Country,Introduced_Year,0-100_kph_(s),100-0_(m),Top_Speed_(kph),Curb_Weight_(kg),Wheelbase_(m),Length_(m),Width_(m),Height_(m),Engine,Displacement_(l),Power_(ps),Torque_(Nm),Engine_Layout,Wheel_Drive,Class,Trasmission_Name,Trasmission_Type,N_Trasmission
Suzuki Grand Vitara 1.5 Hybrid,Car,Suzuki,Grand Vitara 1.5 Hybrid,Japan,2022.0,,,,,,,,,Inline 4 + E-motor,1.5,115.0,,Front,All,SUV/truck,e-CVT,Other,
Suzuki Ignis Sport,Car,Suzuki,Ignis Sport,Japan,2003.0,8.9,,185.0,910.0,,,,,"Inline 4, 16v",1.5,109.0,140.0,Front,Front,Compact,5,Other,5.0
Suzuki Liana,Car,Suzuki,Liana,,2001.0,,,175.0,1150.0,,,,,"in-line 4 cylinder, 16 valve",1.6,106.0,144.0,Front,Front,Compact,5,Other,5.0
Suzuki Swift 1.2 SZ4,Car,Suzuki,Swift 1.2 SZ4,Japan,2010.0,,,166.0,1020.0,2.43,3.85,1.7,1.51,16V,1.2,94.0,118.0,Front,Front,Compact,,Other,
Suzuki Swift 1.6 Sport,Car,Suzuki,Swift 1.6 Sport (136 PS),Japan,2012.0,7.8,,195.0,1064.0,2.43,3.89,1.7,1.51,"Inline 4, n/a, 16 valves, DOHC",1.6,136.0,160.0,Front,Front,Compact,6 speed manual,Manual,6.0
Suzuki Swift Sport,Car,Suzuki,Swift Sport,Japan,2006.0,8.9,35.0,200.0,1092.5,,,,,Inline 4,1.6,125.0,148.0,Front,Front,Compact,5,Other,5.0
Suzuki Vitara 1.4 Turbo,Car,Suzuki,Vitara 1.4 Turbo,Japan,2015.0,,,,,,,,,Inline 4 turbo,1.4,146.0,230.0,Front,All,SUV/truck,6 speed automatic,Automatic,6.0
T26 GS Dugarreau Barchetta,Car,Talbot Lago,T26 GS Dugarreau Barchetta,France,1950.0,,,,,,,,,Inline 6,4.5,243.0,,Front,Rear,Convertible,4 speed manual,Manual,4.0
TVR Cerbera 4.2,Car,TVR,Cerbera 4.2,United Kingdom,1996.0,4.0,,296.0,1100.0,,,,,V8 32 valve,4.2,360.0,434.0,Front,Rear,Coupe,5,Other,5.0
TVR Cerbera 4.5,Car,TVR,Cerbera 4.5,United Kingdom,,3.8,,315.0,1100.0,,,,,V8,4.5,420.0,515.0,Front,Rear,Coupe,,Other,
TVR Cerbera Speed Six,Car,TVR,Cerbera Speed Six,United Kingdom,1996.0,4.2,,267.0,1100.0,,,,,"Inline 6, 24v",4.0,349.0,448.0,Front,Rear,Coupe,5,Other,5.0
TVR Griffith 500,Car,TVR,Griffith 500,United Kingdom,2000.0,4.1,41.0,271.0,1070.0,,,,,V8,5.0,324.0,434.0,Front,Rear,Convertible,5,Other,5.0
TVR S2,Car,TVR,S2,United Kingdom,1986.0,7.1,,210.0,989.0,,,,,v6 12 valve,3.0,170.0,233.0,Front,Rear,Convertible,5,Other,5.0
TVR Sagaris,Car,TVR,Sagaris,United Kingdom,2003.0,3.7,,295.0,1078.0,,,,,Inline 6,4.0,400.0,451.0,Front,Rear,Coupe,5,Other,5.0
TVR T350C,Car,TVR,T350C,United Kingdom,2003.0,4.3,,287.0,,,,,,I6,3.6,350.0,393.0,Front,Rear,Coupe,5,Other,5.0
TVR T350t Red Rose LW,Car,TVR,T350t Red Rose LW,United Kingdom,2003.0,,,290.0,1000.0,,,,,"Inline 6, 24 valves",3.6,380.0,434.0,Front,Rear,Coupe,"5, Hydratrack Diff",Other,5.0
TVR Tamora,Car,TVR,Tamora,United Kingdom,2001.0,4.2,,282.0,1060.0,,,,,"Inline 6, 24v",3.6,355.0,393.0,Front,Rear,Convertible,5,Other,5.0
TVR Tuscan (Mk II),Car,TVR,Tuscan (Mk II),United Kingdom,2003.0,4.2,33.0,290.0,1152.5,,,,,Inline 6,3.6,350.0,390.0,Front,Rear,Coupe,5,Other,5.0
Talbot Solara 1.5 LS,Car,Talbot,Solara 1.5 LS,France,,15.5,,156.0,,,,,,Inline 4,1.4,70.0,117.0,Front,Front,4-door saloon,4 speed manual,Manual,4.0
Talbot Solara 1.6 GLS,Car,Talbot,Solara 1.6 GLS,France,,12.8,,167.0,,,,,,Inline 4,1.6,88.0,135.0,Front,Front,4-door saloon,Other,Other,
Tata Tigor EV,Car,Tata,Tigor EV,India,2021.0,,,,,,,,,E-motor,,75.0,170.0,Front,Front,4-door saloon,1 speed,Other,1.0
Taycan Sport Turismo GTS,Car,Porsche,Taycan Sport Turismo GTS,Germany,2021.0,3.6,33.0,250.0,2373.0,,,,,E-motor,,598.0,850.0,Front,All,Estate/wagon,2 speed,Other,2.0
Taycan Sport Turismo Turbo,Car,Porsche,Taycan Sport Turismo Turbo,Germany,2022.0,3.1,33.0,260.0,2373.0,,,,,E-motor,,680.0,850.0,Middle,All,Estate/wagon,2 speed,Other,2.0
Tesla Model 3 ,Car,Tesla,Model 3 Performance,United States,2018.0,3.4,33.0,262.0,1844.0,,4.69,,,Electric motors,,487.0,639.0,Front,All,4-door saloon,single speed,Other,
Tesla Model S P85,Car,Tesla,Model S P85,United States,2012.0,4.5,,210.0,2133.0,2.85,4.8,2.11,1.38,Electric Motor,,422.0,601.0,Rear,Rear,4-door saloon,,Other,
Tesla Model S P85D,Car,Tesla,Model S P85D,United States,2014.0,3.5,36.0,258.0,2215.0,2.96,4.8,1.89,1.38,,,701.0,931.0,Front,All,4-door saloon,1-speed automatic,Automatic,1.0
Tesla Model S P90D,Car,Tesla,Model S P90D,United States,2015.0,3.3,33.0,250.0,2234.5,,,,,Electric,,773.0,,Rear,All,4-door saloon,1-speed auto,Other,1.0
Tesla Model S Plaid,Car,Tesla,Model S Plaid,United States,2022.0,2.3,,261.0,2186.5,,,,,3 E-motors,,1020.0,1424.0,Middle,All,4-door saloon,1 speed,Other,1.0
Tesla Model X 90D,Car,Tesla,Model X 90D,United States,,5.3,40.0,250.0,,,,,,E-motor,,,,Front,All,SUV/truck,1 speed,Other,1.0
Tesla Model X P100D,Car,Tesla,Model X P100D,United States,2016.0,3.2,35.0,250.0,2591.0,,,,,2 electric motors,,613.0,,Middle,All,SUV/truck,,Other,
Tesla Model Y ,Car,Tesla,Model Y Performance,United States,2019.0,4.3,36.0,249.0,2013.5,,,,,2 electric motors,,,,Middle,All,SUV/truck,,Other,
Tesla Roadster,Car,Tesla,Roadster,United States,2008.0,4.0,,193.0,1324.0,,,,,200 kilowatt 3-phase 4-pole electric AC induction motor,,252.0,271.0,Middle,Rear,Convertible,1,Other,1.0
Tesla Roadster 2.5 Sport,Car,Tesla,Roadster 2.5 Sport,United States,2011.0,3.9,,205.0,1237.0,,,,,375 Volt AC Electric,,294.0,400.0,Middle,Rear,Convertible,Single Speed Fixed Gear,Other,
Tesla Roadster Sport,Car,Tesla,Roadster Sport,United States,,,,200.0,1238.0,,,,,,,289.0,380.0,Middle,Rear,Convertible,Single speed fixed gear,Other,
Tiger Lister Le Mans Coupe,Car,Sunbeam,Tiger Lister Le Mans Coupe,United Kingdom,1964.0,,,,,,,,,V8,4.3,,,Front,Rear,Coupe,4 speed manual,Manual,4.0
Tojeiro EE 2.5,Car,Tojeiro,EE 2.5,United Kingdom,1962.0,,,,,,,,,Inline 4,2.5,,,Middle,Rear,Coupe,5 speed manual,Manual,5.0
Toro Rosso STR11,Car,Toro Rosso,STR11,Italy,,,,,,,,,,Ferrari V6 turbocharged hybrid,1.6,,,Middle,Rear,Open-wheeler,8 speed semi-automatic,Semi-Automatic,8.0
Toro Rosso STR12,Car,Toro Rosso,STR12,Italy,,,,,,,,,,Renault V6 turbocharged hybrid,1.6,,,Middle,Rear,Open-wheeler,8 speed semi-automatic,Semi-Automatic,8.0
Toro Rosso STR13,Car,Toro Rosso,STR13,Italy,,,,,,,,,,Honda V6 turbocharged hybrid,1.6,,,Middle,Rear,Open-wheeler,8 speed semi-automatic,Semi-Automatic,8.0
Toro Rosso STR14,Car,Toro Rosso,STR14,Italy,,,,,,,,,,Honda V6 turbocharged hybrid,1.6,,,Middle,Rear,Open-wheeler,8 speed semi-automatic,Semi-Automatic,8.0
Toyota 90C-V,Car,Toyota,90C-V,Japan,,,,360.0,939.0,,,,,Toyota R32V 3.2L Turbo V8,3.2,800.0,,Middle,Rear,Coupe,Toyota 5-speed Manual,Manual,5.0
Toyota Auris 2.2 D-cat,Car,Toyota,Auris 2.2 D-cat,Japan,2007.0,8.1,,210.0,1453.0,,,,,inline 4 16V turbo diesel,2.2,177.0,400.0,Front,Front,Compact,6 speed stick shift,Other,6.0
Toyota Camry SE V6,Car,Toyota,Camry SE V6,,2012.0,,,,1549.0,2.68,4.63,1.76,,V6,3.5,272.0,336.0,Front,Front,4-door saloon,6 speed automatic,Automatic,6.0
Toyota Camry Sportivo,Car,Toyota,Camry Sportivo,Japan,2001.0,8.3,,210.0,1465.0,,,,,V6,3.0,197.0,284.0,Front,Front,4-door saloon,4 SP AUTO,Other,4.0
Toyota Celica GT Four ST205,Car,Toyota,Celica GT Four ST205,Japan,1994.0,6.7,,245.0,1458.0,2.54,4.42,1.75,1.31,"I4,16v,DOHC,Iron Block",2.0,242.0,302.0,Front,All,Coupe,"E154F, 5 Speed manual",Manual,5.0
Toyota Celica GT-Four (ST185),Car,Toyota,Celica GT-Four (ST185),Japan,1991.0,,,,,,,,,Inline 4 turbo,2.0,225.0,304.0,Front,All,Coupe,5 speed manual,Manual,5.0
Toyota Celica GT-Four ST185 RC,Car,Toyota,Celica GT-Four ST185 RC,Japan,,,,,,,,,,Inline 4 turbo,2.0,235.0,304.0,Front,Front,Coupe,5 speed manual,Manual,5.0
Toyota Celica S,Car,Toyota,Celica S,Japan,1999.0,8.5,37.0,205.0,1112.5,,,,,"Inline 4, 16v",1.8,143.0,172.0,Front,Front,Coupe,6,Other,6.0
Toyota Celica Supra,Car,Toyota,Celica Supra,Japan,1984.0,,,215.0,1408.0,2.61,4.66,1.72,1.32,Line 6,2.8,162.0,221.0,Front,Rear,Coupe,5 speed manual,Manual,5.0
Toyota Celica TS,Car,Toyota,Celica TS,Japan,2000.0,7.3,37.0,225.0,1200.0,,,,,"Inline 4, 16v",1.8,192.0,180.0,Front,Front,Coupe,6,Other,6.0
Toyota Corolla 2.0 Flex-Fuel,Car,Toyota,Corolla 2.0 Flex-Fuel,Japan,2019.0,,,,,,,,,Inline 4,2.0,177.0,210.0,Front,Front,4-door saloon,CVT,Other,
Toyota Corolla Cross Hybrid,Car,Toyota,Corolla Cross Hybrid,Japan,2020.0,,,,,,,,,Inline 4 + E-motor,1.8,122.0,,Front,Front,SUV/truck,stepless automatic,Automatic,
Toyota Corolla Levin BZ-V,Car,Toyota,Corolla Levin BZ-V (AE111),Japan,1995.0,,,,1040.0,,,,,"4 cylinder, DOHC 20 Valve",1.6,165.0,162.0,Front,Front,Coupe,,Other,
Toyota Corolla TS,Car,Toyota,Corolla TS,Japan,2002.0,7.9,,225.0,1210.0,,,,,"Inline 4, 16v",1.8,192.0,180.0,Front,Front,Compact,6,Other,6.0
Toyota Corolla TS Compressor,Car,Toyota,Corolla TS Compressor,Japan,2005.0,6.9,,235.0,1315.0,,,,,Inline 4 Supercharged,1.8,215.0,230.0,Front,Front,Compact,6,Other,6.0
Toyota Corolla gr MORIZO,Car,Toyota,Corolla gr MORIZO,Japan,2023.0,,,,1445.5,,,,,turbo three-cylinder,,304.0,400.0,Front,All,Compact,close-ratio version of the six-speed manual,Manual,
Toyota Fortuner 2.8 Diesel,Car,Toyota,Fortuner 2.8 Diesel,Japan,2020.0,,,,,,,,,Inline 4 diesel,2.8,204.0,500.0,Front,Rear,SUV/truck,Other,Other,
Toyota GR 86 (Mk II),Car,Toyota,GR 86 (Mk II),Japan,2021.0,6.3,34.0,226.0,1287.0,,,,,Boxer 4,2.4,235.0,250.0,Front,Rear,Coupe,Other,Other,
Toyota GR Corolla,Car,Toyota,GR Corolla,Japan,2022.0,,,230.0,1452.5,,,,,turbo three-cylinder,1.6,304.0,370.0,Front,All,Compact,six-speed manual,Manual,
Toyota GR Yaris (Mk IV),Car,Toyota,GR Yaris (Mk IV),Japan,2020.0,4.5,32.0,232.0,1329.0,,,,,Turbocharged I3,1.6,272.0,370.0,Front,All,Compact,6 speed manual,Manual,6.0
Toyota GRMN Yaris (Mk IV),Car,Toyota,GRMN Yaris (Mk IV),Japan,2023.0,,,,,,,,,Inline 3 turbo,1.6,272.0,390.0,Front,All,Compact,6 speed manual,Manual,6.0
Toyota GT-One TS020,Car,Toyota,GT-One TS020,Japan,1999.0,3.6,,371.0,902.0,,,,,V8,3.6,600.0,649.0,Middle,Rear,Open-wheeler,6,Other,6.0
Toyota GT86,Car,Toyota,GT86,Japan,2012.0,6.9,34.0,226.0,1219.0,2.57,4.24,1.78,1.29,Flat-4 DOHC,2.0,200.0,205.0,Front,Rear,Coupe,Other,Other,
Toyota Glanza 1.2 (Mk II),Car,Toyota,Glanza 1.2 (Mk II),Japan,2022.0,,,,,,,,,Inline 4,1.2,90.0,113.0,Front,Front,Compact,Other,Other,
Toyota Hilux 2.8,Car,Toyota,Hilux 2.8,Japan,2020.0,10.4,39.0,185.0,2197.5,,,,,Inline 4 turbo diesel,2.8,204.0,500.0,Front,All,SUV/truck,6 speed automatic,Automatic,6.0
Toyota MR-2 1.8 Roadster,Car,Toyota,MR-2 1.8 Roadster,Japan,2002.0,7.6,35.0,211.0,1003.5,,,,,"Inline 4, 16v",1.8,140.0,170.0,Middle,Rear,Convertible,6,Other,6.0
Toyota MR2,Car,Toyota,MR2,Japan,1996.0,7.5,,225.0,1270.0,,,,,"Inline 4, 16 valves, DOHC, n/a",2.0,170.0,186.0,Middle,Rear,Coupe,5 MT,Other,5.0
Toyota MR2 2.2,Car,Toyota,MR2 2.2,Japan,,,,,1190.0,,,,,Inline 4,2.2,132.0,147.0,Middle,Rear,Coupe,4 speed automatic,Automatic,4.0
Toyota MR2 G,Car,Toyota,MR2 G,Japan,1993.0,,,,1220.0,2.4,4.17,1.7,1.24,"Inline 4, n/a, DOHC, 16 valves",2.0,180.0,191.0,Middle,Rear,Coupe,5 speed manual,Manual,5.0
Toyota MR2 GT-S,Car,Toyota,MR2 GT-S,Japan,1993.0,,,245.0,1260.0,,,,,"Inline 4, 16v, Turbo (3S-GTE)",2.0,245.0,304.0,Middle,Rear,Coupe,5,Other,5.0
Toyota Prius Hybrid (Mk II),Car,Toyota,Prius Hybrid (Mk II),Japan,2004.0,12.0,,170.0,1327.0,,,,,inline4 + electro engine,1.5,112.0,,Front,Front,Compact,automatic stepless,Other,
Toyota Starlet GT Turbo,Car,Toyota,Starlet GT Turbo,Japan,1989.0,8.2,,210.0,890.0,2.3,3.81,1.62,,Turbocharged Inline-4 engine 16v,1.3,135.0,157.0,Front,Front,Compact,5 speed manual,Manual,5.0
Toyota Supra,Car,Toyota,Supra (Mk IV German spec),Japan,1993.0,5.7,35.0,250.0,1662.5,,,,,inline6 twin turbo,3.0,330.0,441.0,Front,Rear,Coupe,6 speed manual,Manual,6.0
Toyota Supra (Mk V 340 PS),Car,Toyota,Supra (Mk V 340 PS),Japan,2019.0,4.4,32.0,262.0,1536.0,2.47,4.38,1.85,1.29,inline 6 turbo,3.0,340.0,500.0,Front,Rear,Coupe,8 speed automatic (ZF),Automatic,8.0
Toyota Supra (Mk V 387 PS),Car,Toyota,Supra (Mk V 387 PS),Japan,2020.0,4.4,33.0,259.0,1524.0,,,,,Inline 6,3.0,387.0,499.0,Front,Rear,Coupe,8 speed automatic,Automatic,8.0
Toyota Supra RZ (Mk IV),Car,Toyota,Supra RZ (Mk IV),Japan,1994.0,5.3,,250.0,1640.0,,,,,"Inline 6, Twin Turbo, 24v",3.0,284.0,451.0,Front,Rear,Coupe,6,Other,6.0
Toyota Supra SZ-R (Mk V),Car,Toyota,Supra SZ-R (Mk V),Japan,2020.0,5.2,34.0,262.0,1437.0,,,,,Inline 4 turbo,2.0,258.0,400.0,Front,Rear,Coupe,8 speed automatic,Automatic,8.0
Toyota Supra Twin Turbo,Car,Toyota,Supra Twin Turbo (Mk IV UK spec),,1993.0,,,257.0,1528.0,,,,,"S6, 24v, Twin Turbo",3.0,326.0,434.0,Front,Rear,Coupe,6 speed manual,Manual,6.0
Toyota TS040,Car,Toyota,TS040,Japan,,,,,,,,,,V8,3.7,,,Middle,All,Open-wheeler,7 speed sequential manual,Sequential,7.0
Toyota TS050 (Mk II),Car,Toyota,TS050 (Mk II),Japan,2017.0,,,,875.0,,,,,V6 TT + electric,2.4,,,Middle,All,Coupe,Other,Other,
Toyota XP10 Echo Sportivo,Car,Toyota,XP10 Echo Sportivo,Japan,2003.0,8.6,,182.0,920.0,2.37,4.15,1.66,1.51,Naturally Aspirated VVT-i 1NZ-FE InLine-4,1.5,112.0,142.0,Front,Front,Compact,TRD 5-Speed Manual,Manual,5.0
Toyota Yaris 1.8 GRMN (Mk III),Car,Toyota,Yaris 1.8 GRMN (Mk III),Japan,2018.0,6.0,34.0,230.0,1140.5,,,,,"Inline 4, supercharged, DVVTi, 16 valves, DOHC",1.8,212.0,250.0,Front,Front,Compact,6 speed manual,Manual,6.0
Toyota Yaris 1.8TS (Mk II),Car,Toyota,Yaris 1.8TS (Mk II),Japan,2006.0,9.4,,194.0,1155.0,,,,,inline 4 VVT-i,1.8,133.0,173.0,Front,Front,Compact,5 speed stick shift,Other,5.0
Toyota Yaris T-Sport (Mk I),Car,Toyota,Yaris T-Sport (Mk I),Japan,2001.0,10.9,,185.0,963.0,,,,,4 cyls in line,1.5,106.0,145.0,Front,Front,Compact,5,Other,5.0
Triumph TR3,Car,Triumph,TR3,United Kingdom,,12.0,,177.0,999.0,,,,,Inline 4,2.0,101.0,160.0,Front,Rear,Convertible,4 speed manual,Manual,4.0
Triumph TRS,Car,Triumph,TRS,United Kingdom,1960.0,,,,,,,,,Inline 4,2.0,,,Front,Rear,Convertible,Manual,Other,
Ultima GTR 720,Car,Ultima,GTR 720,United Kingdom,2000.0,2.6,,378.0,1050.0,,,,,American Speed V8,6.4,720.0,580.0,Middle,Rear,Coupe,5,Other,5.0
V8 Vantage N420 Volante,Car,Aston Martin,V8 Vantage N420 Volante (Mk I),United Kingdom,2011.0,4.5,,302.0,,,,,,Naturally Aspirated V8,4.7,426.0,475.0,Front,Rear,Convertible,6-Speed,Other,6.0
V8 Vantage Roadster,Car,Aston Martin,V8 Vantage Roadster (Mk I 420 PS),United Kingdom,2008.0,4.5,,300.0,1630.0,,,,,V8,4.7,420.0,494.0,Front,Rear,Convertible,6 speed manual,Manual,6.0
VE Commodore SS SportWagon,Car,Holden,VE Commodore SS SportWagon,Australia,2009.0,5.4,,258.0,1775.0,2.92,4.9,1.9,1.48,Naturally Aspirated L98 V8,6.0,365.0,515.0,Front,Rear,Estate/wagon,Other,Other,
VW 411 LE,Car,VW,411 LE,Germany,,16.0,,156.0,1075.0,,,,,Boxer 4,1.7,80.0,132.0,Rear,Rear,4-door saloon,Other,Other,
VW Amarok 2.0 TDI,Car,VW,Amarok 2.0 TDI,Germany,,,,,,,,,,Inline 4 turbo diesel,2.0,180.0,420.0,Front,All,SUV/truck,8 speed automatic,Automatic,8.0
VW Amarok V6 TDI (258 PS),Car,VW,Amarok V6 TDI (258 PS),Germany,2018.0,7.7,36.0,207.0,2317.0,,,,,V6 turbo diesel,3.0,258.0,580.0,Front,All,SUV/truck,8 speed automatic,Automatic,8.0
VW Arteon R,Car,VW,Arteon R,Germany,2020.0,4.9,35.0,270.0,1781.0,2.84,4.86,1.87,1.43,Inline 4 turbo,2.0,320.0,420.0,Front,All,4-door saloon,7-speed DSG,Other,7.0
VW Arteon Shooting Brake R,Car,VW,Arteon Shooting Brake R,Germany,2020.0,4.9,34.0,270.0,1751.0,,,,,Inline 4 turbo,2.0,320.0,420.0,Front,All,Estate/wagon,7 speed Dual clutch,Dual-Clutch,7.0
VW Beetle Turbo (MK2),Car,VW,Beetle Turbo (MK2),Germany,2011.0,,,,1383.0,,4.13,1.74,1.43,I4 turbo,2.0,200.0,281.0,Rear,Front,Coupe,Other,Other,
VW CITI R,Car,VW,CITI R,South Africa,2007.0,8.3,,191.0,820.0,,,,,8 VALVE,1.8,122.0,168.0,Front,Front,Compact,5,Other,5.0
VW Corrado VR6,Car,VW,Corrado VR6,Germany,1991.0,7.2,,241.0,1210.0,,,,,VR6,2.9,190.0,245.0,Front,Front,Coupe,5,Other,5.0
VW Eos 2.0 TFSI,Car,VW,Eos 2.0 TFSI,Germany,2006.0,7.8,,232.0,1602.0,,,,,"Inline 4, Turbocharged",2.0,200.0,280.0,Front,Front,Convertible,6,Other,6.0
VW Gol 16V Turbo,Car,VW,Gol 16V Turbo,,,9.5,,192.0,1016.0,,,,,"4 cylinders,16 valves Turbo VVT",1.0,112.0,155.0,Front,Front,Compact,5,Other,5.0
VW Gol GTS,Car,VW,Gol GTS,Germany,,,,,,,,,,Inline 4,1.8,101.0,,Front,Front,Compact,5 speed manual,Manual,5.0
VW Golf 1.4 TSI (Mk V),Car,VW,Golf 1.4 TSI (Mk V),Germany,2006.0,7.2,35.0,220.0,1285.5,,,,,"Inline 4, Supercharged + Turbocharged",1.4,170.0,240.0,Front,Front,Compact,6,Other,6.0
VW Golf 1.4 TSI (Mk VI 122PS),Car,VW,Golf 1.4 TSI (Mk VI 122PS),Germany,2008.0,9.5,,200.0,1216.0,,,,,"Inline 4, Turbo, 16v",1.4,122.0,200.0,Front,Front,Compact,Other,Other,
VW Golf 1.4 TSI (Mk VI 160PS),Car,VW,Golf 1.4 TSI (Mk VI 160PS),Germany,2008.0,7.5,,220.0,1286.0,,,,,inline4 16V DOHC fuel direct injection turbo and charger,1.4,160.0,240.0,Front,Front,Compact,7 speed dual clutch (dry) DSG,Dual-Clutch,7.0
VW Golf 1.5 (Mk I),Car,VW,Golf 1.5 (Mk I),Germany,,11.7,,165.0,,,,,,Inline 4,1.5,70.0,112.0,Front,Front,Compact,Other,Other,
VW Golf 2.0 TDI (Mk V),Car,VW,Golf 2.0 TDI (Mk V),Germany,2006.0,7.6,,220.0,1268.0,,,,,"Inline 4, Turbocharged, Diesel",2.0,170.0,350.0,Front,Front,Compact,6,Other,6.0
VW Golf 2.0 TDI (Mk VI),Car,VW,Golf 2.0 TDI (Mk VI),Germany,2008.0,,,201.0,1372.0,,,,,16 valve DOHC R4 turbo diesel,2.0,140.0,320.0,Front,Front,Compact,,Other,
VW Golf GTD,Car,VW,Golf GTD,Germany,2020.0,6.7,32.0,245.0,1430.0,,,,,Inline 4 turbo diesel,2.0,200.0,400.0,Front,Front,Compact,7 speed Dual clutch,Dual-Clutch,7.0
VW Golf GTD (Mk VI),Car,VW,Golf GTD (Mk VI),Germany,2009.0,7.8,,222.0,1351.0,,,,,inline4 DOHC Turbo Diesel direct injection Cammon Rail TDI,2.0,170.0,350.0,Front,Front,Compact,6 speed manual,Manual,6.0
VW Golf GTD (Mk VII),Car,VW,Golf GTD (Mk VII),Germany,2013.0,7.1,33.0,235.0,1408.0,,,,,"TDI Inline-4, DOHC, 16v",2.0,184.0,380.0,Front,Front,Compact,6 speed manual,Manual,6.0
VW Golf GTI,Car,VW,Golf GTI (Mk III Brazil Version),Germany,1994.0,10.8,,,,,,,,Inline 4,2.0,145.0,190.0,Front,Front,Compact,5 speed manual,Manual,5.0
VW Golf GTI ,Car,VW,Golf GTI Performance (Mk VII facelift),Germany,2017.0,6.2,33.0,250.0,1376.0,,,,,"Inline 4, turbo, DI, DOHC, 16 valves",2.0,245.0,370.0,Front,Front,Compact,"6 speed manual, 7 speed DSG",Manual,6.0
VW Golf GTI  1.6 (Mk I),Car,VW,Golf GTI  1.6 (Mk I),Germany,1976.0,8.2,54.0,185.0,842.5,,,,,inline4 8V SOHC n/a,1.6,110.0,140.0,Front,Front,Compact,4 Manual,Manual,4.0
VW Golf GTI (Mk IV Brazil),Car,VW,Golf GTI (Mk IV Brazil),Brazil,2006.0,7.5,,231.0,1355.0,,,,,"4 cylinders,20 valves Turbo",1.8,193.0,,Front,Front,Compact,5,Other,5.0
VW Golf GTI (Mk V),Car,VW,Golf GTI (Mk V),Germany,2004.0,6.8,36.0,235.0,1373.0,,,,,"Inline 4, Turbocharged",2.0,200.0,280.0,Front,Front,Compact,6,Other,6.0
VW Golf GTI (Mk VI 200 HP),Car,VW,Golf GTI (Mk VI 200 HP),Germany,2009.0,,,,1452.5,,,,,Inline 4 turbo,2.0,203.0,281.0,Front,Front,Compact,6 speed dual clutch,Dual-Clutch,6.0
VW Golf GTI (Mk VI),Car,VW,Golf GTI (Mk VI),Germany,2009.0,6.2,37.0,240.0,1357.0,,,,,inline4 16V DOHC Turbo,2.0,211.0,280.0,Front,Front,Compact,6 Speed Manual,Manual,6.0
VW Golf GTI (Mk VII 220 PS),Car,VW,Golf GTI (Mk VII 220 PS),Germany,2013.0,6.3,34.0,246.0,1378.5,2.63,4.36,1.8,1.44,"4-cylinder-in-line, turbo",2.0,220.0,350.0,Front,Front,Compact,"6-speed-manual, 6-speed-DSG",Manual,6.0
VW Golf GTI (Mk VII 230 PS),Car,VW,Golf GTI (Mk VII 230 PS),Germany,2013.0,6.0,34.0,250.0,1392.5,,,,,"Turbo TSI Straight 4, DOHC, 16v",2.0,230.0,350.0,Front,Front,Compact,DSG 6 speed,Other,6.0
VW Golf GTI (Mk VII facelift),Car,VW,Golf GTI (Mk VII facelift),Germany,2017.0,6.5,34.0,250.0,1337.0,,,,,"Inline 4, turbo, DI, DOHC, 16 valves",2.0,230.0,350.0,Front,Front,Compact,"6 speed manual, 6 speed DSG",Manual,6.0
VW Golf GTI (Mk VIII),Car,VW,Golf GTI (Mk VIII),Germany,2021.0,5.7,31.0,253.0,1441.0,,,,,DOHC turbocharged I4,2.0,245.0,370.0,Front,Front,Compact,"6-speed manual, 7-speed dual clutch",Manual,6.0
VW Golf GTI 1.8 (Mk I),Car,VW,Golf GTI 1.8 (Mk I),Germany,1982.0,8.6,,192.0,860.0,,,,,"Inline 4, 8 valves, n/a",1.8,112.0,153.0,Front,Front,Compact,5 Manual,Manual,5.0
VW Golf GTI 16V (Mk II),Car,VW,Golf GTI 16V (Mk II),Germany,1987.0,9.1,,202.0,1021.0,,,,,4cyl 16V n/a,1.8,129.0,168.0,Front,Front,Compact,5,Other,5.0
VW Golf GTI 16V 150 (Mk III),Car,VW,Golf GTI 16V 150 (Mk III),Germany,1991.0,8.7,40.0,218.0,1181.0,,,,,"4 cylinders, 16 valves",2.0,150.0,180.0,Front,Front,Compact,5,Other,5.0
VW Golf GTI 8V (Mk II),Car,VW,Golf GTI 8V (Mk II),Germany,1984.0,8.9,48.0,193.0,985.0,,,,,"Inline 4, 8 valves, n/a",1.8,112.0,159.0,Front,Front,Compact,5 manual,Manual,5.0
VW Golf GTI Clubsport,Car,VW,Golf GTI Clubsport (Mk VIII),Germany,2020.0,5.4,31.0,272.0,1435.0,,,,,Inline 4 turbo,2.0,300.0,400.0,Front,Front,Compact,7 speed Dual clutch,Dual-Clutch,7.0
VW Golf GTI Clubsport (Mk VII),Car,VW,Golf GTI Clubsport (Mk VII),Germany,2016.0,5.7,32.0,251.0,1404.5,,,,,Inline 4 turbo,2.0,265.0,350.0,Front,Front,Compact,6 speed manual,Manual,6.0
VW Golf GTI Clubsport S,Car,VW,Golf GTI Clubsport S (Mk VII),Germany,2016.0,5.6,31.0,266.0,1314.0,,,,,"Turbocharged Inline 4, EA888",2.0,310.0,,Front,Front,Compact,6 speed manual,Manual,6.0
VW Golf GTI Edition 30 (Mk V),Car,VW,Golf GTI Edition 30 (Mk V),Germany,2007.0,6.3,38.0,245.0,1366.5,,,,,"Inline 4, Turbocharged, 16v",2.0,230.0,300.0,Front,Front,Compact,6,Other,6.0
